   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 754,          1125,             373,              4,      2515,        5028,         51
 755,          1127,             374,              4,      2524,        5036,         52
 756,          1130,             376,              4,      2523,        5044,         70
 757,          1131,             376,              4,      2539,        5052,         55
 758,          1132,             376,              4,      2537,        5060,         64
 759,          1133,             376,              4,      2544,        5068,         42
 760,          1135,             377,              3,      2546,        5076,         42
 761,          1136,             377,              3,      2549,        5084,         43
 762,          1140,             380,              3,      2556,        5092,         42
 763,          1142,             381,              3,      2562,        5100,         44
 764,          1143,             381,              3,      2572,        5108,         42
 765,          1144,             381,              3,      2580,        5116,         43
 766,          1145,             381,              3,      2602,        5124,         42
 767,          1146,             381,              3,      2602,        5132,         45
 768,          1149,             383,              3,      2600,        5140,         43
 769,          1151,             384,              3,      2605,        5148,         43
 770,          1152,             384,              3,      2591,        5156,         44
 771,          1153,             384,              3,      2594,        5164,         53
 772,          1154,             384,              4,      2600,        5172,         45
 773,          1156,             385,              4,      2602,        5180,         45
 774,          1159,             387,              3,      2601,        5188,         43
 775,          1160,             387,              3,      2599,        5196,         46
 776,          1161,             387,              3,      2602,        5204,         43
 777,          1162,             387,              3,      2605,        5212,         52
 778,          1163,             387,              5,      2613,        5220,         54
 779,          1164,             387,              5,      2620,        5228,         54
 780,          1165,             387,              6,      2615,        5236,         47
 781,          1166,             387,              4,      2614,        5244,         47
 782,          1167,             387,              4,      2625,        5252,         51
 783,          1168,             387,              3,      2627,        5260,         44
 784,          1169,             387,              4,      2625,        5268,         52
 785,          1170,             387,              4,      2631,        5276,         46
 786,          1171,             387,              4,      2635,        5284,         46
 787,          1172,             387,              4,      2633,        5292,         53
 788,          1173,             387,              3,      2627,        5300,         51
 789,          1175,             388,              5,      2629,        5308,         49
 790,          1176,             388,              4,      2636,        5316,         61
 791,          1178,             389,              4,      2640,        5324,         72
 792,          1179,             389,              4,      2642,        5332,         49
 793,          1180,             389,              4,      2647,        5340,         54
 794,          1181,             389,              4,      2653,        5348,         51
 795,          1182,             389,              4,      2665,        5356,         56
 796,          1183,             389,              4,      2660,        5364,         54
 797,          1184,             389,              4,      2666,        5372,         47
 798,          1185,             389,              4,      2671,        5380,         55
 799,          1186,             389,              6,      2672,        5388,         50
 800,          1188,             390,              4,      2671,        5396,         55
 801,          1189,             390,              4,      2676,        5404,         58
 802,          1190,             390,              4,      2675,        5412,         56
 803,          1191,             390,              4,      2680,        5420,         57
 804,          1192,             390,              4,      2681,        5428,         63
 805,          1193,             390,              4,      2681,        5436,         55
 806,          1194,             390,              4,      2689,        5444,         58
 807,          1195,             390,              4,      2690,        5452,         56
 808,          1196,             390,              4,      2696,        5460,         58
 809,          1197,             390,              4,      2699,        5468,         57
 810,          1198,             390,              4,      2710,        5476,         57
 811,          1200,             391,              4,      2714,        5484,         57
 812,          1202,             392,              4,      2725,        5492,         58
 813,          1203,             392,              4,      2719,        5500,         57
 814,          1204,             392,              4,      2717,        5508,         67
 815,          1206,             393,              4,      2721,        5516,         59
 816,          1208,             394,              4,      2714,        5524,         63
 817,          1210,             395,              4,      2724,        5532,         56
 818,          1215,             399,              5,      2727,        5540,         68
 819,          1216,             399,              5,      2726,        5548,         60
 820,          1217,             399,              5,      2731,        5556,         57
 821,          1218,             399,              5,      2734,        5564,         59
 822,          1219,             399,              5,      2745,        5572,         57
 823,          1220,             399,              5,      2747,        5580,         59
 824,          1221,             399,              5,      2766,        5588,         60
 825,          1222,             399,              5,      2765,        5596,         57
 826,          1223,             399,              4,      2774,        5604,         68
 827,          1225,             400,              5,      2776,        5612,         57
 828,          1228,             402,              6,      2769,        5620,         60
 829,          1230,             403,              5,      2778,        5628,         58
 830,          1231,             403,              5,      2794,        5636,         62
 831,          1232,             403,              5,      2796,        5644,         59
 832,          1233,             403,              5,      2799,        5652,         59
 833,          1234,             403,              5,      2800,        5660,         63
 834,          1235,             403,              5,      2794,        5668,         65
 835,          1236,             403,              5,      2798,        5676,         65
 836,          1240,             406,              5,      2805,        5684,         59
 837,          1241,             406,              3,      2809,        5692,         42
 838,          1242,             406,              3,      2814,        5700,         37
 839,          1243,             406,              3,      2816,        5708,         44
 840,          1244,             406,              3,      2821,        5716,         44
 841,          1245,             406,              3,      2824,        5724,         35
 842,          1246,             406,              5,      2831,        5732,         50
 843,          1247,             406,              3,      2829,        5740,         35
 844,          1248,             406,              3,      2821,        5748,         37
 845,          1249,             406,              3,      2828,        5756,         41
 846,          1250,             406,              3,      2837,        5764,         44
 847,          1251,             406,              3,      2840,        5772,         42
 848,          1252,             406,              2,      2837,        5780,         36
 849,          1253,             406,              2,      2836,        5788,         37
 850,          1255,             407,              3,      2846,        5796,         53
 851,          1256,             407,              4,      2850,        5804,         52
 852,          1257,             407,              5,      2849,        5812,         42
 853,          1259,             408,              3,      2858,        5820,         42
 854,          1260,             408,              3,      2871,        5828,         43
 855,          1261,             408,              3,      2875,        5836,         38
 856,          1262,             408,              3,      2881,        5844,         35
 857,          1264,             409,              3,      2887,        5852,         40
 858,          1266,             410,              3,      2887,        5860,         37
 859,          1268,             411,              3,      2891,        5868,         36
 860,          1270,             412,              3,      2886,        5876,         35
 861,          1271,             412,              3,      2890,        5884,         40
 862,          1272,             412,              3,      2911,        5892,         42
 863,          1273,             412,              3,      2913,        5900,         49
 864,          1274,             412,              3,      2916,        5908,         47
 865,          1276,             413,              3,      2922,        5916,         39
 866,          1278,             414,              3,      2923,        5924,         38
 867,          1282,             417,              3,      2927,        5932,         40
 868,          1283,             417,              3,      2928,        5940,         37
 869,          1284,             417,              3,      2933,        5948,         37
 870,          1285,             417,              4,      2937,        5956,         36
 871,          1286,             417,              3,      2939,        5964,         37
 872,          1288,             418,              3,      2937,        5972,         36
 873,          1289,             418,              3,      2945,        5980,         37
 874,          1290,             418,              3,      2945,        5988,         39
 875,          1291,             418,              2,      2949,        5996,         38
 876,          1292,             418,              3,      2954,        6004,         37
 877,          1294,             419,              3,      2965,        6012,         37
 878,          1296,             420,             15,      2967,        6020,         59
 879,          1297,             420,              3,      2969,        6028,         37
 880,          1298,             420,              3,      2972,        6036,         41
 881,          1300,             421,              3,      2977,        6044,         54
 882,          1301,             421,              4,      2993,        6052,         55
 883,          1302,             421,              5,      2995,        6060,         39
 884,          1303,             421,              3,      2991,        6068,         38
 885,          1305,             422,              3,      2993,        6076,         44
 886,          1306,             422,              3,      3007,        6084,         38
 887,          1307,             422,              3,      3010,        6092,         40
 888,          1308,             422,              3,      3015,        6100,         37
 889,          1309,             422,              3,      3019,        6108,         37
 890,          1310,             422,              3,      3037,        6116,         37
 891,          1311,             422,              3,      3040,        6124,         49
 892,          1312,             422,              3,      3034,        6132,         39
 893,          1313,             422,              3,      3043,        6140,         65
 894,          1315,             423,              5,      3055,        6148,         62
 895,          1317,             424,              7,      3056,        6156,         60
 896,          1320,             426,              7,      3057,        6164,         70
 897,          1321,             426,              7,      3062,        6172,         64
 898,          1322,             426,              7,      3052,        6180,         54
 899,          1324,             427,              6,      3052,        6188,         73
 900,          1325,             427,              9,      3061,        6196,         79
 901,          1326,             427,              9,      3065,        6204,         71
 902,          1327,             427,              9,      3078,        6212,         67
 903,          1329,             428,              5,      3084,        6220,         42
 904,          1330,             428,              6,      3082,        6228,         71
 905,          1331,             428,              8,      3089,        6236,         72
 906,          1332,             428,              8,      3077,        6244,         79
 907,          1333,             428,              9,      3085,        6252,         85
 908,          1334,             428,              9,      3088,        6260,         74
 909,          1337,             430,              8,      3091,        6268,         69
 910,          1341,             433,              7,      3103,        6276,         67
 911,          1342,             433,              7,      3106,        6284,         65
 912,          1343,             433,              7,      3103,        6292,         69
 913,          1345,             434,              8,      3108,        6300,         71
 914,          1346,             434,              7,      3114,        6308,         78
 915,          1347,             434,              7,      3113,        6316,         69
 916,          1348,             434,              6,      3123,        6324,         70
 917,          1349,             434,              6,      3127,        6332,         69
 918,          1350,             434,              6,      3132,        6340,         70
 919,          1352,             435,              6,      3132,        6348,         69
 920,          1353,             435,              6,      3132,        6356,         86
 921,          1354,             435,              7,      3139,        6364,         81
 922,          1356,             436,              8,      3140,        6372,         65
 923,          1357,             436,              8,      3145,        6380,         69
 924,          1358,             436,              8,      3154,        6388,         71
 925,          1359,             436,              8,      3153,        6396,         75
 926,          1361,             437,              8,      3168,        6404,         72
 927,          1362,             437,              8,      3170,        6412,         72
 928,          1363,             437,              8,      3176,        6420,         76
 929,          1364,             437,              8,      3176,        6428,         68
 930,          1367,             439,              8,      3172,        6436,         83
 931,          1371,             442,              9,      3174,        6444,         86
 932,          1372,             442,              9,      3187,        6452,         76
 933,          1373,             442,              8,      3190,        6460,         80
 934,          1375,             443,              8,      3193,        6468,         75
 935,          1376,             443,              8,      3195,        6476,         74
 936,          1377,             443,              8,      3197,        6484,         73
 937,          1378,             443,              8,      3196,        6492,        118
 938,          1379,             443,              9,      3201,        6500,         75
 939,          1380,             443,              8,      3203,        6508,         74
 940,          1382,             444,              8,      3214,        6516,         73
 941,          1385,             446,              9,      3215,        6524,         76
 942,          1388,             448,              8,      3230,        6532,         72
 943,          1389,             448,              7,      3231,        6540,         82
 944,          1390,             448,              6,      3229,        6548,         64
 945,          1392,             449,              5,      3232,        6556,         54
 946,          1393,             449,              9,      3233,        6564,         78
 947,          1394,             449,              7,      3240,        6572,         75
 948,          1396,             450,              8,      3247,        6580,         62
 949,          1398,             451,              5,      3248,        6588,         47
 950,          1399,             451,              4,      3270,        6596,         42
 951,          1400,             451,              4,      3274,        6604,         41
 952,          1401,             451,              6,      3271,        6612,         78
 953,          1402,             451,              7,      3281,        6620,         67
 954,          1403,             451,              8,      3281,        6628,         49
 955,          1404,             451,              5,      3286,        6636,         44
 956,          1406,             452,              4,      3302,        6644,         43
 957,          1407,             452,              4,      3310,        6652,         52
 958,          1409,             453,              5,      3314,        6660,         71
 959,          1410,             453,              7,      3314,        6668,         74
 960,          1411,             453,              8,      3319,        6676,         62
 961,          1412,             453,              8,      3319,        6684,         71
 962,          1413,             453,              8,      3322,        6692,         69
 963,          1414,             453,              7,      3326,        6700,         68
 964,          1415,             453,              8,      3333,        6708,         59
 965,          1416,             453,              5,      3347,        6716,         42
 966,          1417,             453,              4,      3337,        6724,         43
 967,          1418,             453,              4,      3340,        6732,         54
 968,          1420,             454,              5,      3350,        6740,         72
 969,          1422,             455,              4,      3348,        6748,         42
 970,          1424,             456,              4,      3343,        6756,         41
 971,          1425,             456,              4,      3348,        6764,         47
 972,          1426,             456,              5,      3361,        6772,         49
 973,          1428,             457,              3,      3364,        6780,         38
 974,          1429,             457,              3,      3373,        6788,         59
 975,          1431,             458,              6,      3376,        6796,         60
 976,          1432,             458,              6,      3374,        6804,         60
 977,          1433,             458,              7,      3385,        6812,         60
 978,          1434,             458,              6,      3378,        6820,         58
 979,          1436,             459,              6,      3385,        6828,         60
 980,          1437,             459,              7,      3394,        6836,         58
 981,          1441,             462,              7,      3406,        6844,         49
 982,          1442,             462,              6,      3413,        6852,         58
 983,          1443,             462,              7,      3418,        6860,         61
 984,          1444,             462,              7,      3420,        6868,         58
 985,          1446,             463,              6,      3426,        6876,         68
 986,          1447,             463,              6,      3425,        6884,         61
 987,          1448,             463,              6,      3431,        6892,         58
 988,          1449,             463,              6,      3443,        6900,         62
 989,          1450,             463,              6,      3450,        6908,         58
 990,          1451,             463,              7,      3450,        6916,         61
 991,          1452,             463,              7,      3452,        6924,         59
 992,          1453,             463,              6,      3461,        6932,         58
 993,          1455,             464,              6,      3466,        6940,         57
 994,          1456,             464,              7,      3480,        6948,         57
 995,          1457,             464,              5,      3483,        6956,        137
 996,          1458,             464,              8,      3479,        6964,        127
 997,          1459,             464,              9,      3479,        6972,         64
 998,          1460,             464,              8,      3493,        6980,         59
 999,          1463,             466,              8,      3499,        6988,         68
1000,          1465,             467,              8,      3507,        6996,         62
