    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
    0,             0,               0,              1,         0,           0,          0
    1,             0,               0,              0,         0,           0,          0
    2,             1,               0,              0,         0,           0,          0
    3,             2,               0,              0,         0,           1,          0
    4,             5,               3,              4,         1,           2,          0
    5,             7,               4,              0,         1,           3,          7
    6,            12,               9,              0,         3,           4,         11
    7,            18,              15,              0,         2,           6,          0
    8,            25,              21,              0,         3,           8,          0
    9,            28,              23,              0,         7,          10,          0
   10,            35,              29,              1,         7,          12,          2
   11,            36,              29,              0,         9,          14,          0
   12,            46,              38,              1,        11,          16,          1
   13,            50,              41,              1,        11,          18,          1
   14,            56,              46,              1,        13,          20,          0
   15,            60,              49,              0,        17,          23,          1
   16,            69,              57,              0,        13,          26,          1
   17,            72,              59,              0,        19,          29,          1
   18,            87,              73,              1,        17,          32,          2
   19,            97,              82,              1,        20,          35,          1
   20,           101,              85,              1,        26,          38,          1
   21,           112,              95,              1,        27,          41,          1
   22,           113,              95,              1,        29,          44,          1
   23,           116,              97,              1,        35,          47,          1
   24,           126,             106,              1,        35,          50,          1
   25,           147,             126,              1,        36,          53,          1
   26,           159,             137,              1,        38,          56,          1
   27,           176,             153,              1,        44,          59,          1
   28,           182,             158,              2,        44,          62,          1
   29,           189,             164,              2,        44,          65,          2
   30,           211,             185,              4,        48,          68,          2
   31,           241,             215,              5,        51,          72,          3
   32,           268,             241,              2,        47,          76,          3
   33,           294,             266,              3,        51,          80,          1
   34,           318,             289,              3,        52,          84,          1
   35,           346,             316,              3,        51,          88,          1
   36,           381,             350,              3,        63,          92,          2
   37,           397,             365,              4,        66,          96,          2
   38,           431,             398,              4,        66,         100,          1
   39,           469,             436,              4,        72,         104,          1
   40,           497,             463,              4,        68,         108,          1
   41,           512,             477,              4,        74,         112,          1
   42,           514,             478,              4,        78,         116,          2
   43,           519,             482,              5,        82,         120,          1
   44,           531,             493,              5,        96,         124,          2
   45,           575,             537,              5,        96,         128,          1
   46,           618,             579,              5,       101,         132,          2
   47,           633,             593,              5,       102,         136,          2
   48,           652,             611,              5,       106,         140,          2
   49,           696,             654,              6,       112,         144,          2
   50,           723,             680,              6,       110,         148,          2
   51,           753,             709,              6,       118,         152,          2
   52,           804,             759,             11,       113,         156,          2
   53,           855,             809,              7,       115,         160,          3
   54,           905,             858,             10,       117,         164,          3
   55,           927,             879,              8,       120,         168,          3
   56,           973,             924,              9,       131,         172,          3
   57,          1026,             976,              9,       133,         176,          4
   58,          1036,             985,             16,       142,         180,          4
   59,          1091,            1039,              9,       144,         184,          2
   60,          1134,            1081,             10,       140,         188,          4
   61,          1162,            1108,             10,       146,         192,          3
   62,          1198,            1143,             12,       149,         196,          3
   63,          1216,            1160,             18,       149,         201,          5
   64,          1235,            1178,             20,       148,         206,          5
   65,          1293,            1235,             11,       141,         211,          6
   66,          1350,            1291,             12,       161,         216,          3
   67,          1363,            1303,             11,       163,         221,          2
   68,          1408,            1347,             13,       160,         226,          4
   69,          1430,            1368,             12,       168,         231,          3
   70,          1499,            1436,             13,       178,         236,          5
   71,          1529,            1465,             13,       183,         241,          5
   72,          1540,            1475,             13,       166,         246,          2
   73,          1587,            1521,             13,       173,         251,          4
   74,          1630,            1563,             15,       183,         256,          3
   75,          1699,            1631,             14,       193,         261,          2
   76,          1760,            1691,             15,       195,         266,          4
   77,          1806,            1736,             15,       189,         271,          4
   78,          1810,            1739,             25,       202,         276,          3
   79,          1837,            1765,             22,       207,         281,          6
   80,          1879,            1806,             24,       215,         286,          6
   81,          1907,            1833,             28,       219,         291,          5
   82,          1933,            1858,             28,       205,         296,          6
   83,          1936,            1860,             28,       207,         301,          5
   84,          1980,            1903,             29,       217,         306,          5
   85,          2050,            1972,             28,       224,         311,          7
   86,          2053,            1974,             31,       248,         316,          5
   87,          2089,            2009,             33,       250,         321,          7
   88,          2129,            2048,             31,       238,         326,          5
   89,          2191,            2109,             31,       269,         331,          7
   90,          2270,            2187,             29,       260,         336,         11
   91,          2323,            2239,             38,       269,         341,          9
   92,          2333,            2248,             37,       269,         346,          6
   93,          2400,            2314,             39,       268,         351,          8
   94,          2425,            2338,             41,       278,         356,          8
   95,          2454,            2366,             39,       282,         361,          8
   96,          2542,            2453,             21,       286,         366,          5
   97,          2630,            2540,             23,       281,         371,          5
   98,          2695,            2604,             22,       300,         376,          5
   99,          2710,            2618,             23,       301,         381,          7
  100,          2797,            2704,             40,       295,         386,          4
  101,          2811,            2717,             24,       297,         391,          5
  102,          2870,            2775,             24,       315,         396,          4
  103,          2904,            2808,            290,       314,         401,          7
  104,          2979,            2882,             25,       303,         406,          5
  105,          3083,            2985,             26,       317,         411,          4
  106,          3110,            3011,            235,       320,         416,          5
  107,          3199,            3099,             27,       311,         421,          5
  108,          3238,            3137,             27,       324,         426,          5
  109,          3333,            3231,             78,       340,         431,          5
  110,          3372,            3269,             28,       330,         436,          5
  111,          3457,            3353,             29,       335,         441,          4
  112,          3568,            3464,             74,       331,         446,          6
  113,          3603,            3498,             32,       357,         451,          7
  114,          3626,            3520,             51,       362,         456,          5
  115,          3738,            3631,             31,       365,         461,          4
  116,          3801,            3693,             31,       365,         466,          5
  117,          3820,            3711,             88,       381,         471,          5
  118,          3912,            3802,             32,       380,         476,          6
  119,          3956,            3845,             90,       381,         481,          5
  120,          4075,            3964,             34,       382,         486,          6
  121,          4103,            3991,            106,       389,         491,          7
  122,          4218,            4105,             35,       376,         496,          6
  123,          4304,            4190,            152,       376,         501,          8
  124,          4321,            4206,             67,       394,         506,         10
  125,          4352,            4236,            154,       395,         511,         10
  126,          4463,            4346,             70,       406,         516,         11
  127,          4564,            4446,            144,       411,         522,          9
  128,          4623,            4504,             39,       415,         528,          7
  129,          4704,            4584,            159,       422,         534,         10
  130,          4824,            4703,             40,       424,         540,          7
  131,          4943,            4821,            212,       428,         546,          8
  132,          5008,            4885,             65,       411,         552,         13
  133,          5087,            4963,            153,       411,         558,         11
  134,          5209,            5084,             60,       441,         564,         10
  135,          5260,            5134,            151,       443,         570,          9
  136,          5282,            5155,             76,       449,         576,         10
  137,          5331,            5203,            179,       452,         582,          9
  138,          5419,            5290,             92,       441,         588,         11
  139,          5421,            5291,            124,       442,         594,         10
  140,          5493,            5362,             47,       455,         600,          7
  141,          5576,            5444,            132,       474,         606,          7
  142,          5714,            5581,             47,       490,         612,          7
  143,          5848,            5714,            200,       500,         618,         11
  144,          5895,            5760,             82,       503,         624,         10
  145,          5993,            5857,             14,       489,         630,          9
  146,          6126,            5989,             14,       458,         636,         10
  147,          6234,            6096,             10,       453,         642,          7
  148,          6305,            6166,             10,       494,         648,          7
  149,          6426,            6286,              9,       494,         654,          7
  150,          6456,            6315,              9,       504,         660,          7
  151,          6597,            6455,              9,       504,         666,          6
  152,          6637,            6494,             10,       527,         672,          6
  153,          6753,            6609,              9,       533,         678,          7
  154,          6786,            6641,             10,       517,         684,         11
  155,          6831,            6685,             15,       518,         690,          6
  156,          6932,            6785,             10,       522,         696,          6
  157,          6942,            6794,             10,       546,         702,          6
  158,          7034,            6885,             10,       551,         708,          7
  159,          7080,            6930,             10,       559,         714,          7
  160,          7164,            7013,             10,       555,         720,          6
  161,          7184,            7032,             10,       552,         726,          7
  162,          7212,            7059,             10,       578,         732,          7
  163,          7370,            7216,             10,       580,         738,          6
  164,          7450,            7295,             10,       594,         744,          8
  165,          7518,            7362,             10,       585,         750,          6
  166,          7531,            7374,             14,       574,         756,         10
  167,          7665,            7507,             17,       581,         762,         11
  168,          7706,            7547,             17,       578,         768,         13
  169,          7869,            7709,             11,       584,         774,          7
  170,          8020,            7859,             11,       605,         780,          7
  171,          8059,            7897,             11,       605,         786,          8
  172,          8230,            8067,             12,       594,         792,          7
  173,          8277,            8113,             12,       601,         798,         13
  174,          8284,            8119,             18,       649,         804,         10
  175,          8424,            8258,             12,       655,         810,          7
  176,          8540,            8373,             12,       655,         816,          8
  177,          8671,            8503,             18,       657,         822,         13
  178,          8716,            8547,             22,       654,         828,         14
  179,          8880,            8710,             20,       651,         834,         14
  180,          8931,            8760,             21,       672,         840,         13
  181,          9031,            8859,             24,       676,         846,         17
  182,          9080,            8907,             24,       695,         852,         15
  183,          9160,            8986,             23,       701,         858,         19
  184,          9288,            9113,             26,       695,         864,         14
  185,          9450,            9274,             27,       681,         870,         14
  186,          9606,            9429,             28,       688,         876,          8
  187,          9741,            9563,             15,       707,         882,          8
  188,          9829,            9650,             15,       722,         888,          9
  189,          9859,            9679,             14,       746,         894,          9
  190,         10010,            9829,             14,       744,         900,          9
  191,         10168,            9986,             14,       750,         906,          7
  192,         10315,           10132,             15,       747,         912,          9
  193,         10352,           10168,             18,       754,         918,          8
  194,         10534,           10349,             25,       753,         924,         15
  195,         10612,           10426,             29,       758,         930,         16
  196,         10798,           10611,             30,       734,         936,         17
  197,         10805,           10617,             16,       759,         942,         11
  198,         10912,           10723,             16,       787,         948,         16
  199,         11104,           10914,             21,       787,         954,         15
  200,         11188,           10997,             27,       794,         960,         15
  201,         11295,           11103,             24,       797,         966,         17
  202,         11493,           11300,             17,       771,         972,         10
  203,         11670,           11476,             21,       772,         978,         10
  204,         11773,           11578,             17,       791,         984,          8
  205,         11853,           11657,             17,       775,         990,          9
  206,         12038,           11841,             27,       824,         996,         14
  207,         12240,           12042,             24,       821,        1002,         13
  208,         12431,           12232,             24,       825,        1008,         15
  209,         12616,           12416,             28,       826,        1014,         15
  210,         12629,           12428,             31,       813,        1020,         16
  211,         12811,           12609,             31,       823,        1026,         15
  212,         12986,           12783,             29,       830,        1032,         12
  213,         13085,           12881,             27,       829,        1038,         13
  214,         13298,           13094,             27,       855,        1044,         15
  215,         13479,           13274,             32,       859,        1050,         16
  216,         13501,           13295,             31,       820,        1056,         19
  217,         13520,           13313,             27,       840,        1062,         14
  218,         13658,           13450,             27,       845,        1068,         12
  219,         13828,           13619,             22,       858,        1074,         10
  220,         13979,           13769,             20,       883,        1080,         10
  221,         13996,           13785,             20,       867,        1086,         10
  222,         14186,           13974,             20,       876,        1092,         10
  223,         14331,           14118,             20,       880,        1098,          9
  224,         14450,           14236,             20,       874,        1104,         10
  225,         14556,           14341,             20,       884,        1110,          9
  226,         14579,           14363,             20,       912,        1116,         10
  227,         14687,           14470,             24,       912,        1122,         14
  228,         14875,           14657,             29,       934,        1128,         17
  229,         15096,           14877,             35,       945,        1134,         16
  230,         15106,           14886,             35,       938,        1140,         19
  231,         15206,           14985,             35,       940,        1146,         16
  232,         15281,           15059,             35,       937,        1152,         16
  233,         15335,           15112,             35,       949,        1158,         18
  234,         15443,           15219,             36,       952,        1164,         18
  235,         15531,           15306,             36,       952,        1170,         17
  236,         15572,           15346,             51,       983,        1176,         19
  237,         15760,           15533,             36,       962,        1182,         18
  238,         15811,           15583,             36,       973,        1188,         21
  239,         16049,           15821,             36,       983,        1194,         19
  240,         16220,           15991,             37,      1000,        1200,         17
  241,         16440,           16210,             38,       994,        1206,         18
  242,         16528,           16297,             38,       985,        1212,         19
  243,         16615,           16383,             38,       999,        1218,         17
  244,         16725,           16492,             39,       999,        1224,         18
  245,         16808,           16574,             39,       990,        1230,         17
  246,         16825,           16590,             39,      1014,        1236,         18
  247,         16831,           16595,             39,      1020,        1242,         19
  248,         16947,           16710,             39,      1014,        1248,         18
  249,         17130,           16892,             40,      1012,        1254,         17
  250,         17284,           17045,             40,      1020,        1260,         18
  251,         17293,           17053,             40,      1029,        1266,         19
  252,         17484,           17243,             40,      1053,        1272,         18
  253,         17496,           17254,             40,      1052,        1278,         19
  254,         17626,           17383,             40,      1048,        1284,         24
  255,         17816,           17572,             41,      1065,        1291,         18
  256,         18030,           17785,             41,      1067,        1298,         27
  257,         18097,           17851,             42,      1069,        1305,         20
  258,         18322,           18075,             42,      1056,        1312,         20
  259,         18453,           18205,             43,      1074,        1319,         20
  260,         18483,           18234,             43,      1086,        1326,         20
  261,         18487,           18237,             42,      1100,        1333,         19
  262,         18607,           18356,             43,      1091,        1340,         23
  263,         18647,           18395,             43,      1103,        1347,         18
  264,         18697,           18444,             43,      1105,        1354,         20
  265,         18719,           18465,             43,      1131,        1361,         18
  266,         18737,           18482,             43,      1099,        1368,         20
  267,         18761,           18505,             43,      1104,        1375,         18
  268,         18941,           18684,             44,      1091,        1382,         23
  269,         19128,           18870,             44,      1111,        1389,         20
  270,         19397,           19138,             44,      1137,        1396,         22
  271,         19399,           19139,             45,      1142,        1403,         19
  272,         19434,           19173,             45,      1143,        1410,         19
  273,         19685,           19423,             46,      1162,        1417,         20
  274,         19936,           19673,             46,      1182,        1424,         23
  275,         20062,           19798,             45,      1171,        1431,         21
  276,         20275,           20010,             47,      1166,        1438,         21
  277,         20385,           20119,             47,      1185,        1445,         22
  278,         20495,           20228,             47,      1156,        1452,         22
  279,         20524,           20256,             47,      1151,        1459,         19
  280,         20792,           20523,             48,      1151,        1466,         20
  281,         20889,           20619,             48,      1182,        1473,         21
  282,         21053,           20782,             48,      1166,        1480,         20
  283,         21150,           20878,             49,      1187,        1487,         21
  284,         21307,           21034,             49,      1215,        1494,         22
  285,         21368,           21094,             49,      1223,        1501,         21
  286,         21533,           21258,             51,      1251,        1508,         20
  287,         21647,           21371,             49,      1259,        1515,         19
  288,         21729,           21452,             50,      1248,        1522,         21
  289,         22016,           21738,             50,      1237,        1529,         21
  290,         22072,           21793,             51,      1217,        1536,         25
  291,         22226,           21946,             51,      1249,        1543,         20
  292,         22474,           22193,             51,      1254,        1550,         21
  293,         22685,           22403,             52,      1280,        1557,         21
  294,         22789,           22506,             51,      1214,        1564,         20
  295,         23040,           22756,             53,      1211,        1571,         19
  296,         23089,           22804,             53,      1220,        1578,         21
  297,         23361,           23075,             53,      1192,        1585,         20
  298,         23540,           23253,             54,      1249,        1592,         25
  299,         23809,           23521,             55,      1249,        1599,         21
  300,         23995,           23706,             54,      1282,        1606,         21
  301,         24088,           23798,             55,      1259,        1613,         23
  302,         24180,           23889,             55,      1302,        1620,         24
  303,         24206,           23914,             58,      1304,        1627,         22
  304,         24402,           24109,             56,      1290,        1634,         22
  305,         24635,           24341,             56,      1284,        1641,         21
  306,         24919,           24624,             57,      1324,        1648,         24
  307,         25087,           24791,             57,      1318,        1655,         21
  308,         25171,           24874,             58,      1367,        1662,         23
  309,         25331,           25033,             58,      1356,        1669,         22
  310,         25474,           25175,             58,      1342,        1676,         22
  311,         25483,           25183,             58,      1340,        1683,         22
  312,         25706,           25405,             59,      1335,        1690,         21
  313,         25782,           25480,             59,      1379,        1697,         22
  314,         25990,           25687,             59,      1374,        1704,         23
  315,         26191,           25887,             60,      1364,        1711,         22
  316,         26254,           25949,             60,      1353,        1718,         22
  317,         26361,           26055,             60,      1384,        1725,         23
  318,         26441,           26134,             61,      1365,        1732,         25
  319,         26517,           26209,             61,      1370,        1739,         21
  320,         26797,           26488,             61,      1402,        1746,         23
  321,         27046,           26736,             62,      1412,        1753,         23
  322,         27195,           26884,             62,      1413,        1760,         23
  323,         27267,           26955,             63,      1408,        1767,         25
  324,         27282,           26969,             64,      1386,        1774,         25
  325,         27363,           27049,             63,      1418,        1781,         23
  326,         27447,           27132,             65,      1463,        1788,         25
  327,         27527,           27211,             63,      1467,        1795,         23
  328,         27838,           27521,             64,      1444,        1802,         23
  329,         27987,           27669,             64,      1461,        1809,         23
  330,         28188,           27869,             65,      1424,        1816,         24
  331,         28399,           28079,             65,      1416,        1823,         22
  332,         28564,           28243,             66,      1504,        1830,         24
  333,         28566,           28244,             65,      1493,        1837,         24
  334,         28618,           28295,             66,      1477,        1844,         24
  335,         28750,           28426,             66,      1488,        1851,         23
  336,         29070,           28745,             67,      1506,        1858,         24
  337,         29157,           28831,             67,      1528,        1865,         24
  338,         29201,           28874,             67,      1514,        1872,         24
  339,         29314,           28986,             67,      1507,        1879,         24
  340,         29502,           29173,             68,      1511,        1886,         25
  341,         29683,           29353,             68,      1497,        1893,         35
  342,         29749,           29418,             68,      1563,        1900,         26
  343,         29911,           29579,             68,      1560,        1907,         25
  344,         30241,           29908,             69,      1551,        1914,         25
  345,         30416,           30082,             70,      1546,        1921,         25
  346,         30594,           30259,             70,      1521,        1928,         25
  347,         30631,           30295,             70,      1517,        1935,         25
  348,         30803,           30466,             58,      1564,        1942,         23
  349,         30864,           30526,             61,      1567,        1949,         19
  350,         31193,           30854,             44,      1611,        1956,         22
  351,         31417,           31077,             51,      1618,        1963,         16
  352,         31737,           31396,             45,      1627,        1970,         16
  353,         31919,           31577,             45,      1602,        1977,         15
  354,         31952,           31609,             45,      1647,        1984,         16
  355,         32121,           31777,             45,      1643,        1991,         20
  356,         32447,           32102,             45,      1619,        1998,         16
  357,         32633,           32287,             57,      1640,        2005,         23
  358,         32640,           32293,             56,      1672,        2012,         17
  359,         32932,           32584,             63,      1679,        2019,         24
  360,         33254,           32905,             48,      1643,        2026,         16
  361,         33367,           33017,             47,      1673,        2033,         16
  362,         33666,           33315,             47,      1679,        2040,         17
  363,         33849,           33497,             82,      1699,        2047,         27
  364,         33871,           33518,             82,      1694,        2054,         27
  365,         34094,           33740,             71,      1698,        2061,         25
  366,         34290,           33935,             81,      1719,        2068,         26
  367,         34616,           34260,             85,      1721,        2075,         27
  368,         34659,           34302,             85,      1731,        2082,         27
  369,         34694,           34336,             49,      1751,        2089,         18
  370,         34920,           34561,             49,      1707,        2096,         17
  371,         34949,           34589,             54,      1739,        2103,         16
  372,         35123,           34762,             49,      1736,        2110,         17
  373,         35376,           35014,             50,      1742,        2117,         16
  374,         35666,           35303,             50,      1733,        2124,         18
  375,         35707,           35343,             50,      1743,        2131,         16
  376,         35745,           35380,             58,      1766,        2138,         17
  377,         35774,           35408,             50,      1774,        2145,         16
  378,         35821,           35454,             50,      1790,        2152,         17
  379,         36141,           35773,             51,      1804,        2159,         17
  380,         36425,           36056,             51,      1821,        2166,         17
  381,         36521,           36151,             52,      1816,        2173,         17
  382,         36709,           36338,             51,      1837,        2180,         18
  383,         37070,           36698,             52,      1842,        2187,         16
  384,         37215,           36842,             52,      1844,        2194,         17
  385,         37496,           37122,             63,      1849,        2201,         27
  386,         37700,           37325,             54,      1875,        2208,         19
  387,         37996,           37620,             53,      1882,        2215,         17
  388,         38226,           37849,             54,      1871,        2222,         18
  389,         38341,           37963,             54,      1862,        2229,         17
  390,         38360,           37981,             56,      1836,        2236,         19
  391,         38560,           38180,             54,      1854,        2243,         18
  392,         38736,           38355,             54,      1866,        2250,         17
  393,         38780,           38398,             54,      1850,        2257,         17
  394,         39110,           38727,             55,      1857,        2264,         18
  395,         39397,           39013,             71,      1856,        2271,         19
  396,         39752,           39367,             56,      1901,        2278,         18
  397,         40059,           39673,             57,      1888,        2285,         18
  398,         40408,           40021,             56,      1914,        2292,         28
  399,         40610,           40222,             90,      1928,        2299,         32
  400,         40984,           40595,             86,      1966,        2306,         28
  401,         41256,           40866,             94,      1957,        2313,         32
  402,         41338,           40947,             95,      1978,        2320,         31
  403,         41373,           40981,             86,      1977,        2327,         29
  404,         41529,           41136,             79,      1966,        2334,         26
  405,         41893,           41499,             87,      1945,        2341,         27
  406,         42003,           41608,             87,      1923,        2348,         30
  407,         42158,           41762,             92,      1942,        2355,         28
  408,         42472,           42075,             88,      1972,        2362,         28
  409,         42490,           42092,             82,      1957,        2369,         26
  410,         42725,           42326,             82,      1980,        2376,         26
  411,         42734,           42334,             88,      1983,        2383,         28
  412,         43036,           42635,             89,      1971,        2390,         29
  413,         43434,           43032,             99,      1999,        2397,         26
  414,         43608,           43205,             80,      2036,        2404,         28
  415,         43767,           43363,             87,      2039,        2411,         24
  416,         44050,           43645,             79,      1985,        2418,         26
  417,         44199,           43793,             90,      1988,        2425,         24
  418,         44349,           43942,             86,      2031,        2432,         26
  419,         44438,           44030,             85,      2042,        2439,         24
  420,         44806,           44397,             84,      2053,        2446,         30
  421,         45055,           44645,             88,      2061,        2453,         28
  422,         45440,           45029,             95,      2030,        2460,         28
  423,         45682,           45270,             88,      2037,        2467,         29
  424,         45895,           45482,             95,      2060,        2474,         34
  425,         46244,           45830,             91,      2045,        2481,         28
  426,         46653,           46238,            104,      2045,        2488,         37
  427,         46915,           46499,             92,      2065,        2495,         27
  428,         47030,           46613,             93,      2085,        2502,         28
  429,         47283,           46865,            105,      2102,        2509,         30
  430,         47532,           47113,            100,      2124,        2516,         22
  431,         47843,           47423,             67,      2131,        2523,         20
  432,         48097,           47676,             67,      2105,        2530,         20
  433,         48140,           47718,             67,      2105,        2537,         19
  434,         48162,           47739,             72,      2092,        2544,         59
  435,         48395,           47971,            100,      2102,        2551,         30
  436,         48489,           48064,            103,      2087,        2558,         44
  437,         48773,           48347,            124,      2100,        2565,         35
  438,         49050,           48623,            126,      2119,        2572,         32
  439,         49179,           48751,            114,      2140,        2579,         31
  440,         49312,           48883,            109,      2152,        2586,         31
  441,         49633,           49203,             88,      2169,        2593,         28
  442,         49906,           49475,            107,      2162,        2600,         31
  443,         49933,           49501,            117,      2160,        2607,         34
  444,         50193,           49760,            127,      2133,        2614,         38
  445,         50601,           50167,            124,      2195,        2621,         34
  446,         50782,           50347,            129,      2177,        2628,         37
  447,         51159,           50723,            109,      2183,        2635,         33
  448,         51308,           50871,            121,      2199,        2642,         36
  449,         51363,           50925,            109,      2208,        2649,         32
  450,         51394,           50955,             77,      2181,        2656,         26
  451,         51401,           50961,            120,      2194,        2663,         38
  452,         51515,           51074,            118,      2226,        2670,         39
  453,         51930,           51488,            118,      2242,        2677,         34
  454,         52176,           51733,            115,      2240,        2684,         23
  455,         52589,           52145,            111,      2246,        2691,         33
  456,         52903,           52458,            147,      2261,        2698,         37
  457,         52988,           52542,            127,      2266,        2705,         39
  458,         53017,           52570,            138,      2280,        2712,         39
  459,         53193,           52745,            136,      2288,        2719,         41
  460,         53480,           53031,            134,      2294,        2726,         42
  461,         53649,           53199,            136,      2282,        2733,         37
  462,         53932,           53481,            138,      2294,        2740,         41
  463,         54034,           53582,            139,      2299,        2747,         38
  464,         54168,           53715,            137,      2308,        2754,         41
  465,         54421,           53967,            135,      2330,        2761,         37
  466,         54542,           54087,            138,      2291,        2768,         38
  467,         54842,           54386,            139,      2321,        2775,         41
  468,         54883,           54426,            136,      2336,        2782,         38
  469,         55089,           54631,            146,      2366,        2789,         39
  470,         55213,           54754,            142,      2355,        2796,         38
  471,         55369,           54909,            146,      2353,        2803,         37
  472,         55444,           54983,            146,      2314,        2810,         38
  473,         55616,           55154,            141,      2298,        2817,         42
  474,         56043,           55580,            140,      2353,        2824,         48
  475,         56442,           55978,            139,      2376,        2831,         36
  476,         56719,           56254,            141,      2364,        2838,         37
  477,         56905,           56439,            143,      2369,        2845,         39
  478,         57219,           56752,            143,      2394,        2852,         44
  479,         57617,           57149,            144,      2398,        2859,         37
  480,         58037,           57568,            157,      2416,        2866,         57
  481,         58372,           57902,            143,      2403,        2873,         36
  482,         58739,           58268,            153,      2432,        2880,         42
  483,         59099,           58627,            157,      2454,        2887,         39
  484,         59246,           58773,            157,      2432,        2894,         41
  485,         59535,           59061,            160,      2473,        2901,         43
  486,         59740,           59265,            159,      2429,        2908,         41
  487,         59798,           59322,            159,      2425,        2915,         41
  488,         60237,           59760,            162,      2437,        2922,         41
  489,         60663,           60185,            140,      2455,        2929,         39
  490,         61055,           60576,            139,      2466,        2936,         42
  491,         61107,           60627,            138,      2494,        2943,         37
  492,         61592,           61111,            106,      2464,        2950,         25
  493,         61694,           61212,            101,      2451,        2957,         26
  494,         61882,           61399,             87,      2493,        2964,         25
  495,         62007,           61523,             86,      2499,        2971,         24
  496,         62437,           61952,             86,      2490,        2978,         27
  497,         62460,           61974,             86,      2493,        2985,         23
  498,         62619,           62132,             87,      2504,        2992,         30
