    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 6937,      11946435,        11939510,          15543,     60838,       68141,        418
 6938,      11952605,        11945679,          16494,     60662,       68152,        483
 6939,      11959237,        11952310,          15781,     60735,       68163,        418
 6940,      11964336,        11957408,          16460,     60665,       68174,        398
 6941,      11965124,        11958195,          21021,     60709,       68185,        615
 6942,      11965354,        11958424,          26964,     60780,       68196,        632
 6943,      11968043,        11961112,          19502,     60776,       68207,        410
 6944,      11969568,        11962636,          16156,     60690,       68218,        394
 6945,      11973526,        11966593,          18149,     60686,       68229,        649
 6946,      11974188,        11967254,          18424,     60596,       68240,        514
 6947,      11978197,        11971262,          21580,     60764,       68251,        396
 6948,      11981951,        11975015,          16229,     60918,       68262,        450
 6949,      11985816,        11978879,          16150,     60977,       68273,        398
 6950,      11986794,        11979856,          16614,     60916,       68284,        542
 6951,      11990682,        11983743,          18795,     60899,       68295,        397
 6952,      11993107,        11986167,          18037,     60849,       68306,        417
 6953,      11994265,        11987324,          15639,     60867,       68317,        418
 6954,      11997700,        11990758,          16156,     60761,       68328,        397
 6955,      12003804,        11996861,          15575,     60841,       68339,        396
 6956,      12010373,        12003429,          16169,     61056,       68350,        412
 6957,      12010985,        12004040,          18044,     60903,       68361,        395
 6958,      12012169,        12005223,          16680,     61054,       68372,        404
 6959,      12014518,        12007571,          15667,     61032,       68383,        401
 6960,      12018182,        12011234,          17576,     61117,       68394,        397
 6961,      12022353,        12015404,          15810,     61000,       68405,        401
 6962,      12027020,        12020070,          16554,     60988,       68416,        398
 6963,      12029869,        12022918,          15995,     60965,       68427,        396
 6964,      12036620,        12029668,          17166,     60907,       68438,        407
 6965,      12038733,        12031780,          15913,     60840,       68449,        444
 6966,      12043126,        12036172,          16608,     60952,       68460,        393
 6967,      12046078,        12039123,          15625,     60894,       68471,        394
 6968,      12050908,        12043952,          16430,     60966,       68482,        398
 6969,      12054362,        12047405,          15849,     61009,       68493,        396
 6970,      12057884,        12050926,          18449,     60941,       68504,        653
 6971,      12062932,        12055973,          18305,     61015,       68515,        398
 6972,      12067830,        12060870,          15663,     61061,       68526,        420
 6973,      12072258,        12065297,          15469,     61015,       68537,        395
 6974,      12072790,        12065828,          15922,     61095,       68548,        393
 6975,      12079144,        12072181,          15518,     61115,       68559,        397
 6976,      12081153,        12074189,          16057,     61269,       68570,        539
 6977,      12085662,        12078697,          21821,     61355,       68581,        404
 6978,      12090904,        12083938,          16373,     61281,       68592,        402
 6979,      12091386,        12084419,          18910,     61306,       68603,        401
 6980,      12096869,        12089901,          15689,     61290,       68614,        399
 6981,      12100921,        12093952,          15981,     61213,       68625,        402
 6982,      12103626,        12096656,          15827,     61205,       68636,        411
 6983,      12107890,        12100919,          15891,     61214,       68647,        400
 6984,      12110595,        12103623,          15877,     61153,       68658,        442
 6985,      12112217,        12105244,          15780,     61121,       68669,        402
 6986,      12117367,        12110393,          15660,     60942,       68680,        395
 6987,      12120757,        12113782,          17274,     61047,       68691,        398
 6988,      12126592,        12119616,          17157,     61148,       68702,        398
 6989,      12127181,        12120204,          15926,     61232,       68713,        400
 6990,      12127756,        12120778,          15701,     61118,       68724,        398
 6991,      12131734,        12124755,          15631,     61110,       68735,        513
 6992,      12134026,        12127046,          15722,     61076,       68746,        421
 6993,      12138949,        12131968,          15860,     61098,       68757,        423
 6994,      12140434,        12133452,          16071,     61291,       68768,        431
 6995,      12144311,        12137328,          16110,     61250,       68779,        440
 6996,      12149368,        12142384,          15862,     61333,       68790,        404
 6997,      12154130,        12147145,          15728,     61314,       68801,        404
 6998,      12156031,        12149045,          15953,     61416,       68812,        401
 6999,      12160625,        12153638,          15988,     61442,       68823,        403
 7000,      12165828,        12158840,          15731,     61433,       68834,        401
 7001,      12171479,        12164490,          17905,     61415,       68845,        415
 7002,      12176295,        12169305,          15743,     61258,       68856,        402
 7003,      12183197,        12176206,          15598,     61284,       68867,        401
 7004,      12185577,        12178585,          16652,     61348,       68878,        404
 7005,      12189461,        12182468,          15658,     61343,       68889,        403
 7006,      12193636,        12186642,          16063,     61283,       68900,        400
 7007,      12199006,        12192011,          15751,     61297,       68911,        398
 7008,      12200691,        12193695,          16355,     61177,       68922,        401
 7009,      12206250,        12199253,          16017,     61274,       68933,        401
 7010,      12212303,        12205305,          16211,     61335,       68944,        427
 7011,      12212610,        12205611,          16714,     61295,       68955,        423
 7012,      12215244,        12208244,          15928,     61288,       68966,        427
 7013,      12221416,        12214415,          15921,     61308,       68977,        423
 7014,      12227892,        12220890,          15741,     61609,       68988,        421
 7015,      12230917,        12223914,          15725,     61596,       68999,        423
 7016,      12232462,        12225458,          21516,     61538,       69010,        540
 7017,      12238521,        12231516,          16991,     61552,       69021,        662
 7018,      12241020,        12234014,          16321,     61677,       69032,        428
 7019,      12247193,        12240186,          16695,     61751,       69043,        651
 7020,      12251910,        12244902,          16473,     61631,       69054,        442
 7021,      12254695,        12247686,          16306,     61813,       69065,        443
 7022,      12255145,        12248135,          15818,     61654,       69076,        428
 7023,      12262086,        12255075,          16632,     61678,       69087,        441
 7024,      12263503,        12256491,          15953,     61822,       69098,        434
 7025,      12268433,        12261420,          16755,     61761,       69109,        429
 7026,      12275229,        12268215,          16661,     61603,       69120,        434
 7027,      12279856,        12272841,          16636,     61649,       69131,        424
 7028,      12286327,        12279311,          17655,     61559,       69142,        568
 7029,      12289736,        12282719,          17374,     61486,       69153,        450
 7030,      12292890,        12285872,          15749,     61582,       69164,        423
 7031,      12297161,        12290142,          15877,     61566,       69175,        427
 7032,      12302046,        12295026,          15936,     61713,       69186,        425
 7033,      12304828,        12297807,          15918,     61896,       69197,        432
 7034,      12307645,        12300623,          15806,     61675,       69208,        426
 7035,      12308209,        12301186,          15990,     61664,       69219,        683
 7036,      12314131,        12307107,          21778,     61486,       69230,        429
 7037,      12316449,        12309424,          17196,     61688,       69241,        429
 7038,      12322157,        12315131,          15886,     61557,       69252,        422
 7039,      12325497,        12318470,          16196,     61566,       69263,        422
 7040,      12326046,        12319018,          15846,     61780,       69274,        422
 7041,      12330941,        12323912,          15958,     61761,       69285,        421
 7042,      12335285,        12328255,          15972,     61767,       69296,        429
 7043,      12340632,        12333601,          16194,     61842,       69307,        427
 7044,      12347275,        12340243,          15868,     61656,       69318,        421
 7045,      12350012,        12342979,          16038,     61738,       69329,        428
 7046,      12355310,        12348276,          16037,     61670,       69340,        430
 7047,      12358137,        12351102,          16633,     61711,       69351,        432
 7048,      12362837,        12355801,          16489,     61709,       69362,        442
 7049,      12369687,        12362650,          15941,     61781,       69373,        427
 7050,      12369732,        12362694,          15824,     61785,       69384,        429
 7051,      12373248,        12366209,          15963,     61783,       69395,        434
 7052,      12377520,        12370480,          20720,     61749,       69406,        430
 7053,      12377779,        12370738,          16354,     61810,       69417,        426
 7054,      12384748,        12377706,          19250,     61948,       69428,        433
 7055,      12385218,        12378175,          16295,     61971,       69439,        431
 7056,      12386602,        12379558,          16271,     61952,       69450,        444
 7057,      12387704,        12380659,          16371,     61915,       69461,        439
 7058,      12391259,        12384213,          16209,     61947,       69472,        441
 7059,      12398306,        12391259,          19705,     61937,       69483,        520
 7060,      12403466,        12396418,          18512,     61910,       69494,        430
 7061,      12410370,        12403321,          19911,     61888,       69505,        501
 7062,      12412469,        12405419,          17371,     62073,       69516,        429
 7063,      12414977,        12407926,          15903,     62018,       69527,        429
 7064,      12421049,        12413997,          20645,     62225,       69538,        433
 7065,      12421533,        12414480,          18087,     62122,       69549,        456
 7066,      12422080,        12415026,          16344,     62250,       69560,        454
 7067,      12428370,        12421315,          16743,     62157,       69571,        447
 7068,      12434676,        12427620,          22480,     62097,       69582,        448
 7069,      12439265,        12432208,          16346,     62087,       69593,        431
 7070,      12444755,        12437697,          15954,     62015,       69604,        428
 7071,      12449263,        12442204,          16088,     62048,       69615,        429
 7072,      12454754,        12447694,          16240,     62057,       69626,        428
 7073,      12459911,        12452850,          17044,     62090,       69637,        431
 7074,      12464180,        12457118,          16105,     62185,       69648,        431
 7075,      12465540,        12458477,          16199,     62178,       69659,        432
 7076,      12467861,        12460797,          16228,     62039,       69670,        437
 7077,      12471554,        12464489,          16581,     62036,       69681,        427
 7078,      12473738,        12466672,          16284,     62189,       69692,        430
 7079,      12474400,        12467333,          17087,     62199,       69703,        434
 7080,      12477303,        12470235,          16319,     62130,       69714,        461
 7081,      12482038,        12474969,          17479,     62233,       69725,        449
 7082,      12482327,        12475257,          16586,     62236,       69736,        464
 7083,      12484361,        12477290,          17290,     62210,       69747,        470
 7084,      12491375,        12484303,          16331,     62270,       69758,        441
 7085,      12491908,        12484835,          17050,     62219,       69769,        430
 7086,      12496523,        12489449,          22142,     62333,       69780,        565
 7087,      12498696,        12491621,          18052,     62380,       69791,        429
 7088,      12503523,        12496447,          22090,     62448,       69802,        691
 7089,      12504974,        12497897,          22279,     62366,       69813,        432
 7090,      12506055,        12498977,          16275,     62338,       69824,        430
 7091,      12508725,        12501646,          17629,     62354,       69835,        431
 7092,      12508939,        12501859,          18934,     62286,       69846,        685
 7093,      12513579,        12506498,          17917,     62288,       69857,        427
 7094,      12519646,        12512564,          16219,     62096,       69868,        429
 7095,      12521016,        12513933,          16184,     62063,       69879,        434
 7096,      12525444,        12518360,          16089,     62241,       69890,        429
 7097,      12531468,        12524383,          16235,     62246,       69901,        430
 7098,      12536621,        12529535,          16222,     62230,       69912,        431
 7099,      12542920,        12535833,          16232,     62371,       69923,        431
 7100,      12543962,        12536874,          16064,     62476,       69934,        477
 7101,      12545922,        12538833,          17222,     62387,       69945,        428
 7102,      12549184,        12542094,          16085,     62366,       69956,        425
 7103,      12552756,        12545665,          16362,     62401,       69967,        429
 7104,      12553392,        12546300,          16261,     62527,       69978,        452
 7105,      12558064,        12550971,          16161,     62419,       69989,        403
 7106,      12558876,        12551782,          16156,     62544,       70000,        406
 7107,      12563192,        12556097,          16591,     62465,       70011,        406
 7108,      12567884,        12560788,          16332,     62260,       70022,        549
 7109,      12571695,        12564598,          16825,     62276,       70033,        403
 7110,      12577596,        12570498,          16337,     62509,       70044,        402
 7111,      12578245,        12571146,          16570,     62551,       70055,        408
 7112,      12582947,        12575847,          16180,     62393,       70066,        401
 7113,      12589445,        12582344,          16248,     62386,       70077,        402
 7114,      12590831,        12583729,          16548,     62435,       70088,        412
 7115,      12597469,        12590366,          17975,     62458,       70099,        408
 7116,      12600871,        12593767,          16564,     62387,       70110,        471
 7117,      12601140,        12594035,          18351,     62433,       70121,        404
 7118,      12603431,        12596325,          17118,     62430,       70132,        586
 7119,      12604933,        12597826,          16302,     62431,       70143,        412
 7120,      12608213,        12601105,          17504,     62435,       70154,        711
 7121,      12611488,        12604379,          16537,     62521,       70165,        405
 7122,      12611846,        12604736,          17043,     62578,       70176,        422
 7123,      12618829,        12611718,          16296,     62547,       70187,        422
 7124,      12625886,        12618774,          17430,     62465,       70198,        413
 7125,      12626777,        12619664,          18592,     62548,       70209,        409
 7126,      12631297,        12624183,          18197,     62355,       70220,        406
 7127,      12636631,        12629516,          18339,     62521,       70231,        415
 7128,      12640638,        12633522,          17016,     62452,       70242,        412
 7129,      12645354,        12638237,          16530,     62421,       70253,        425
 7130,      12649901,        12642783,          17847,     62501,       70264,        416
 7131,      12656683,        12649564,          16808,     62511,       70275,        423
 7132,      12663724,        12656604,          16512,     62626,       70286,        430
 7133,      12667879,        12660758,          21306,     62659,       70297,        405
 7134,      12672074,        12664952,          20018,     62719,       70308,        664
 7135,      12678880,        12671757,          18043,     62706,       70319,        408
 7136,      12681479,        12674355,          16422,     62823,       70330,        409
 7137,      12684909,        12677784,          16943,     62830,       70341,        406
 7138,      12686166,        12679040,          16352,     62788,       70352,        526
 7139,      12686540,        12679413,          16999,     62720,       70363,        405
 7140,      12687573,        12680445,          16438,     62815,       70374,        410
 7141,      12690492,        12683363,          17278,     62786,       70385,        424
 7142,      12693636,        12686506,          17521,     62672,       70396,        663
 7143,      12695092,        12687961,          17403,     62641,       70407,        415
 7144,      12697748,        12690616,          16706,     62784,       70418,        407
 7145,      12702959,        12695826,          16707,     62823,       70429,        424
 7146,      12705354,        12698220,          17009,     62812,       70440,        582
 7147,      12711281,        12704146,          16370,     62725,       70451,        403
 7148,      12713618,        12706482,          20301,     62756,       70462,        406
 7149,      12718900,        12711763,          16644,     62959,       70473,        410
 7150,      12725100,        12717962,          18499,     62875,       70484,        411
 7151,      12727415,        12720276,          20264,     62914,       70495,        441
 7152,      12733817,        12726677,          18746,     63085,       70506,        653
 7153,      12735852,        12728711,          19490,     63099,       70517,        409
 7154,      12740099,        12732957,          16573,     62880,       70528,        414
 7155,      12744267,        12737124,          18735,     62934,       70539,        411
 7156,      12744393,        12737249,          16591,     63159,       70550,        407
 7157,      12744708,        12737563,          17481,     63115,       70561,        425
 7158,      12750806,        12743660,          17114,     63083,       70572,        412
 7159,      12753563,        12746416,          17204,     63133,       70583,        407
 7160,      12759304,        12752156,          17183,     63193,       70594,        540
 7161,      12760687,        12753538,          17339,     63129,       70605,        411
 7162,      12763212,        12756062,          21357,     62801,       70616,        524
 7163,      12766225,        12759074,          19073,     62906,       70627,        410
 7164,      12768423,        12761271,          18864,     63048,       70638,        677
 7165,      12770088,        12762935,          19555,     62937,       70649,        407
 7166,      12773040,        12765886,          20529,     63067,       70660,        407
 7167,      12777570,        12770415,          17349,     63068,       70671,        550
 7168,      12780341,        12773185,          19999,     63080,       70682,        457
 7169,      12785309,        12778152,          22294,     63149,       70693,        456
 7170,      12786897,        12779739,          22254,     63100,       70704,        753
 7171,      12788297,        12781138,          26251,     63140,       70715,        632
 7172,      12794365,        12787205,          27001,     63111,       70726,        605
 7173,      12801215,        12794054,          23118,     63149,       70737,        619
 7174,      12803525,        12796363,          18920,     63013,       70748,        561
 7175,      12803764,        12796601,          21655,     63013,       70759,        493
 7176,      12804129,        12796965,          24137,     63013,       70770,        409
 7177,      12810548,        12803383,          16845,     63004,       70781,        651
 7178,      12811790,        12804624,          19532,     63005,       70792,        411
 7179,      12818311,        12811144,          16963,     63091,       70803,        437
 7180,      12822553,        12815385,          17548,     62988,       70814,        409
 7181,      12822825,        12815656,          19614,     63219,       70825,        430
 7182,      12826554,        12819384,          16881,     63105,       70836,        410
 7183,      12832232,        12825061,          18364,     63123,       70847,        413
 7184,      12838157,        12830985,          16729,     63216,       70858,        407
 7185,      12838456,        12831283,          21133,     63179,       70869,        411
 7186,      12839430,        12832256,          16758,     63326,       70880,        436
 7187,      12841750,        12834575,          20257,     63244,       70891,        432
 7188,      12848066,        12840890,          17708,     63410,       70902,        485
 7189,      12848436,        12841259,          22171,     63333,       70913,        672
 7190,      12855179,        12848001,          23076,     63218,       70924,        440
 7191,      12859021,        12851842,          22479,     63198,       70935,        448
 7192,      12863908,        12856728,          25824,     63224,       70946,        429
 7193,      12866612,        12859431,          24329,     63276,       70957,        624
 7194,      12873738,        12866556,          24445,     63333,       70968,        419
 7195,      12877609,        12870426,          23058,     63379,       70979,        413
 7196,      12882901,        12875717,          17766,     63289,       70990,        412
 7197,      12887355,        12880170,          19104,     63273,       71001,        433
 7198,      12890983,        12883797,          16640,     63482,       71012,        411
 7199,      12896999,        12889812,          17296,     63465,       71023,        413
 7200,      12899033,        12891845,          16848,     63464,       71034,        414
 7201,      12902827,        12895638,          17632,     63383,       71045,        486
 7202,      12904747,        12897557,          17063,     63373,       71056,        432
 7203,      12910944,        12903753,          17944,     63395,       71067,        411
 7204,      12918131,        12910939,          18123,     63449,       71078,        626
 7205,      12919157,        12911964,          17409,     63330,       71089,        413
 7206,      12921267,        12914073,          17418,     63498,       71100,        424
 7207,      12924309,        12917114,          17220,     63422,       71111,        410
 7208,      12928195,        12920999,          18353,     63471,       71122,        411
 7209,      12932647,        12925450,          17240,     63395,       71133,        411
 7210,      12936195,        12928997,          18899,     63271,       71144,        413
 7211,      12943048,        12935849,          21865,     63288,       71155,        541
 7212,      12944912,        12937712,          18762,     63553,       71166,        645
 7213,      12949261,        12942060,          27682,     63454,       71177,        682
 7214,      12955872,        12948670,          23806,     63647,       71188,        639
 7215,      12961894,        12954691,          24512,     63621,       71199,        686
 7216,      12968798,        12961594,          18529,     63589,       71210,        552
 7217,      12969445,        12962240,          20374,     63616,       71221,        418
 7218,      12974910,        12967704,          16991,     63665,       71232,        415
 7219,      12975287,        12968080,          17333,     63647,       71243,        419
 7220,      12977350,        12970142,          18459,     63572,       71254,        415
 7221,      12978464,        12971255,          18143,     63712,       71265,        416
 7222,      12981835,        12974625,          16777,     63591,       71276,        413
 7223,      12984518,        12977307,          18174,     63588,       71287,        418
 7224,      12987883,        12980671,          17355,     63668,       71298,        559
 7225,      12990180,        12982967,          17382,     63661,       71309,        413
 7226,      12992172,        12984958,          16790,     63675,       71320,        410
 7227,      12998311,        12991096,          19168,     63656,       71331,        445
 7228,      13001531,        12994315,          19413,     63732,       71342,        517
 7229,      13007126,        12999909,          17892,     63795,       71353,        421
 7230,      13008529,        13001311,          21628,     63701,       71364,        683
 7231,      13013788,        13006569,          17737,     63697,       71375,        418
 7232,      13020798,        13013578,          17594,     63739,       71386,        427
 7233,      13026197,        13018976,          17188,     63741,       71397,        473
 7234,      13027312,        13020090,          17959,     63858,       71408,        421
 7235,      13032732,        13025509,          17735,     63906,       71419,        425
 7236,      13034822,        13027598,          20215,     63806,       71430,        576
 7237,      13040494,        13033269,          21414,     63960,       71441,        418
 7238,      13044452,        13037226,          17164,     64009,       71452,        424
 7239,      13045252,        13038025,          18767,     63959,       71463,        505
 7240,      13051953,        13044725,          17518,     63850,       71474,        582
 7241,      13055914,        13048685,          17839,     63928,       71485,        416
 7242,      13059841,        13052611,          18580,     63837,       71496,        422
 7243,      13066117,        13058886,          17373,     63781,       71507,        430
 7244,      13073094,        13065862,          20226,     63956,       71518,        418
 7245,      13073550,        13066317,          17462,     63900,       71529,        442
 7246,      13076694,        13069460,          21364,     63631,       71540,        644
 7247,      13082417,        13075182,          17136,     63647,       71551,        419
 7248,      13087305,        13080069,          24418,     63765,       71562,        659
 7249,      13090779,        13083542,          19281,     63771,       71573,        420
 7250,      13092956,        13085718,          17181,     63887,       71584,        413
 7251,      13095630,        13088391,          19784,     63840,       71595,        499
 7252,      13097768,        13090528,          17541,     63837,       71606,        641
 7253,      13102830,        13095589,          20346,     63748,       71617,        418
 7254,      13106002,        13098760,          17578,     63959,       71628,        420
 7255,      13112668,        13105425,          16888,     64028,       71639,        416
 7256,      13118274,        13111030,          17658,     64063,       71650,        418
 7257,      13123730,        13116485,          16860,     63975,       71661,        422
 7258,      13128689,        13121443,          18161,     63910,       71672,        415
 7259,      13134071,        13126824,          20905,     63940,       71683,        456
 7260,      13136512,        13129264,          17526,     63903,       71694,        563
 7261,      13141358,        13134109,          18547,     63892,       71705,        427
 7262,      13144437,        13137187,          16946,     64003,       71716,        421
 7263,      13146241,        13138990,          18453,     63990,       71727,        418
 7264,      13147964,        13140712,          16950,     64060,       71738,        417
 7265,      13152660,        13145407,          17124,     63933,       71749,        420
 7266,      13155836,        13148582,          16917,     64058,       71760,        418
 7267,      13155885,        13148630,          17633,     64061,       71771,        419
 7268,      13158917,        13151661,          16923,     64196,       71782,        420
 7269,      13159339,        13152082,          17914,     64165,       71793,        421
 7270,      13163040,        13155782,          17218,     64039,       71804,        499
 7271,      13169067,        13161808,          18502,     63998,       71815,        588
 7272,      13170926,        13163666,          23514,     63941,       71826,        417
 7273,      13174024,        13166763,          21919,     64022,       71837,        425
 7274,      13181293,        13174031,          18891,     64139,       71848,        491
 7275,      13186007,        13178744,          18341,     64208,       71859,        673
 7276,      13193144,        13185880,          25159,     64231,       71870,        418
 7277,      13195157,        13187892,          18728,     64322,       71881,        423
 7278,      13198766,        13191500,          19570,     64249,       71892,        701
 7279,      13202504,        13195237,          22744,     64256,       71903,        435
 7280,      13209705,        13202437,          18036,     64053,       71914,        420
 7281,      13214653,        13207384,          17756,     64094,       71925,        428
 7282,      13221144,        13213874,          19965,     63973,       71936,        418
 7283,      13224888,        13217617,          17351,     64035,       71947,        512
 7284,      13231143,        13223871,          18144,     64201,       71958,        421
 7285,      13237250,        13229977,          17978,     64166,       71969,        474
 7286,      13239254,        13231980,          17466,     64323,       71980,        427
 7287,      13240727,        13233452,          19666,     64186,       71991,        631
 7288,      13247573,        13240297,          18590,     64358,       72002,        709
 7289,      13249627,        13242350,          19225,     64515,       72013,        425
 7290,      13255647,        13248369,          18823,     64446,       72024,        634
 7291,      13259365,        13252086,          25023,     64462,       72035,        675
 7292,      13259584,        13252304,          26873,     64508,       72046,        424
 7293,      13264589,        13257308,          22608,     64438,       72057,        423
 7294,      13268262,        13260980,          23884,     64280,       72068,        419
 7295,      13273322,        13266039,          18934,     64294,       72079,        442
 7296,      13276459,        13269175,          20443,     64291,       72090,        693
 7297,      13281357,        13274072,          18810,     64295,       72101,        693
 7298,      13284147,        13276861,          18930,     64156,       72112,        422
 7299,      13288312,        13281025,          17745,     64233,       72123,        526
 7300,      13294077,        13286789,          18902,     64444,       72134,        424
 7301,      13298406,        13291117,          18284,     64331,       72145,        431
 7302,      13301211,        13293921,          17389,     64307,       72156,        420
 7303,      13302792,        13295501,          18205,     64401,       72167,        445
 7304,      13303372,        13296080,          17193,     64401,       72178,        421
 7305,      13307991,        13300698,          18170,     64439,       72189,        422
 7306,      13312049,        13304755,          17531,     64397,       72200,        438
 7307,      13317390,        13310095,          17762,     64380,       72211,        423
 7308,      13320079,        13312783,          17118,     64321,       72222,        417
 7309,      13326944,        13319647,          17895,     64417,       72233,        421
 7310,      13333264,        13325966,          22191,     64405,       72244,        499
 7311,      13333422,        13326123,          17099,     64361,       72255,        416
 7312,      13336484,        13329184,          17523,     64753,       72266,        422
 7313,      13341145,        13333844,          17131,     64717,       72277,        419
 7314,      13346589,        13339287,          21576,     64591,       72288,        426
 7315,      13347612,        13340309,          18353,     64657,       72299,        511
 7316,      13348453,        13341149,          20212,     64485,       72310,        430
 7317,      13350464,        13343159,          18278,     64548,       72321,        426
 7318,      13356334,        13349028,          17505,     64666,       72332,        678
 7319,      13359124,        13351817,          21480,     64711,       72343,        630
 7320,      13363997,        13356689,          20115,     64740,       72354,        482
 7321,      13370693,        13363384,          18528,     64639,       72365,        459
 7322,      13371913,        13364603,          17975,     64656,       72376,        419
 7323,      13377333,        13370022,          20698,     64751,       72387,        575
 7324,      13380779,        13373467,          21929,     64703,       72398,        441
 7325,      13387234,        13379921,          19581,     64635,       72409,        638
 7326,      13393549,        13386235,          18124,     64637,       72420,        423
 7327,      13398205,        13390890,          20457,     64654,       72431,        427
 7328,      13402226,        13394910,          17429,     64725,       72442,        424
 7329,      13408755,        13401438,          19645,     64708,       72453,        688
 7330,      13412897,        13405579,          20446,     64693,       72464,        428
 7331,      13413170,        13405851,          18908,     64683,       72475,        426
 7332,      13413895,        13406575,          18365,     64830,       72486,        467
 7333,      13420227,        13412906,          17511,     64785,       72497,        444
 7334,      13427550,        13420228,          18538,     64691,       72508,        492
 7335,      13429786,        13422463,          17591,     64757,       72519,        441
 7336,      13434550,        13427226,          18240,     64574,       72530,        421
 7337,      13440565,        13433240,          18153,     64635,       72541,        427
 7338,      13445622,        13438296,          17821,     64924,       72552,        426
 7339,      13451769,        13444442,          18720,     64902,       72563,        629
 7340,      13452695,        13445367,          20559,     64749,       72574,        429
 7341,      13457236,        13449907,          18327,     64835,       72585,        426
 7342,      13459153,        13451823,          17665,     64834,       72596,        442
 7343,      13464063,        13456732,          19005,     64857,       72607,        423
 7344,      13465190,        13457858,          17389,     64784,       72618,        421
 7345,      13465508,        13458175,          18493,     64826,       72629,        424
 7346,      13468239,        13460905,          18068,     64881,       72640,        469
 7347,      13475248,        13467913,          17376,     64941,       72651,        424
 7348,      13476349,        13469013,          17652,     64921,       72662,        434
 7349,      13478396,        13471059,          17453,     64872,       72673,        427
 7350,      13483151,        13475813,          20069,     64799,       72684,        686
 7351,      13483197,        13475858,          21748,     64803,       72695,        431
 7352,      13488618,        13481278,          18224,     64764,       72706,        421
 7353,      13494486,        13487145,          19441,     64927,       72717,        423
 7354,      13498934,        13491592,          17369,     64894,       72728,        437
 7355,      13505531,        13498188,          17815,     64862,       72739,        425
 7356,      13512752,        13505408,          17370,     64996,       72750,        424
 7357,      13515845,        13508500,          18678,     64948,       72761,        425
 7358,      13517574,        13510228,          17371,     64798,       72772,        423
 7359,      13518318,        13510971,          17724,     64839,       72783,        424
 7360,      13519343,        13511995,          17463,     64829,       72794,        437
 7361,      13521308,        13513959,          17545,     64959,       72805,        423
 7362,      13521416,        13514066,          17919,     65164,       72816,        533
 7363,      13528083,        13520732,          18053,     65181,       72827,        428
 7364,      13532371,        13525019,          17512,     65087,       72838,        427
 7365,      13536304,        13528951,          17360,     65223,       72849,        421
 7366,      13541344,        13533990,          19788,     65302,       72860,        643
 7367,      13542744,        13535389,          20180,     65328,       72871,        435
 7368,      13546414,        13539058,          19286,     65195,       72882,        429
 7369,      13551690,        13544333,          17397,     65350,       72893,        435
 7370,      13554951,        13547593,          17485,     65171,       72904,        427
 7371,      13559296,        13551937,          18018,     65172,       72915,        426
 7372,      13561371,        13554011,          17416,     65019,       72926,        421
 7373,      13563786,        13556425,          17441,     65119,       72937,        421
 7374,      13567654,        13560292,          17516,     65232,       72948,        421
 7375,      13571582,        13564219,          17584,     65226,       72959,        422
 7376,      13575651,        13568287,          17432,     65278,       72970,        419
 7377,      13579079,        13571714,          17502,     65368,       72981,        422
 7378,      13584613,        13577247,          17420,     65275,       72992,        423
 7379,      13590828,        13583461,          17866,     65277,       73003,        424
 7380,      13597174,        13589806,          17477,     65412,       73014,        423
 7381,      13603624,        13596255,          17605,     65343,       73025,        425
 7382,      13607325,        13599955,          22649,     65220,       73036,        425
 7383,      13607944,        13600573,          17438,     65229,       73047,        425
 7384,      13613563,        13606191,          17691,     65115,       73058,        426
 7385,      13617465,        13610092,          17489,     65175,       73069,        429
 7386,      13620135,        13612761,          18209,     65154,       73080,        423
 7387,      13624663,        13617288,          17538,     65171,       73091,        423
 7388,      13630568,        13623192,          17641,     65448,       73102,        424
 7389,      13637279,        13629902,          20211,     65375,       73113,        425
 7390,      13642116,        13634738,          17693,     65204,       73124,        645
 7391,      13648417,        13641038,          21238,     65216,       73135,        423
 7392,      13649815,        13642435,          17509,     65200,       73146,        421
 7393,      13650455,        13643074,          17985,     65224,       73157,        425
 7394,      13650836,        13643454,          18591,     65367,       73168,        725
 7395,      13654065,        13646682,          18203,     65462,       73179,        448
 7396,      13658084,        13650700,          17513,     65465,       73190,        426
 7397,      13664501,        13657116,          17613,     65499,       73201,        424
 7398,      13668439,        13661053,          19292,     65563,       73212,        695
 7399,      13673340,        13665953,          22351,     65551,       73223,        516
 7400,      13677684,        13670296,          17865,     65399,       73234,        424
 7401,      13679591,        13672202,          18636,     65303,       73245,        606
 7402,      13683842,        13676452,          18008,     65278,       73256,        430
 7403,      13686942,        13679551,          18437,     65402,       73267,        427
 7404,      13688692,        13681300,          17870,     65336,       73278,        430
 7405,      13689076,        13681683,          18493,     65380,       73289,        460
 7406,      13691246,        13683852,          17749,     65564,       73300,        431
 7407,      13692421,        13685026,          18677,     65533,       73311,        426
 7408,      13696870,        13689474,          17761,     65383,       73322,        428
 7409,      13698233,        13690836,          18030,     65416,       73333,        426
 7410,      13698820,        13691422,          17599,     65393,       73344,        442
 7411,      13699269,        13691870,          17617,     65383,       73355,        422
 7412,      13705305,        13697905,          19439,     65458,       73366,        427
 7413,      13712543,        13705142,          20813,     65415,       73377,        717
 7414,      13713405,        13706003,          18938,     65493,       73388,        426
 7415,      13717324,        13709921,          17708,     65472,       73399,        425
 7416,      13721284,        13713880,          17678,     65764,       73410,        435
 7417,      13725774,        13718369,          19086,     65718,       73421,        427
